frame,timestamp,wall_clock_ms,zone,px,py,angle,fov,render_w,render_h,dt_floor_ceil,dt_walls,dt_cast,dt_blit_walls,dt_visplane,dt_entities,dt_tint,dt_upscale,dt_hud,dt_sim,dt_physics,dt_frame_total,fps,strip_cache_size,strip_cache_prev_size,col_cache_size,ent_pool_size,bb_base_cache_size,glyph_cache_size,n_entities_visible,n_entity_billboards,n_deferred_halves,n_slices,c_extension_active
1371,1771515511.3064642,14432.579899992561,pawn_shop,10.943,10.7,-1.8956,1.0472,480,320,0.644,1.574,0.392,1.181,0.998,1.789,0.001,0.314,1.1,,,6.661,91.7,4853,8007,0,0,0,148,14,13,209,329,True
1372,1771515511.317467,14443.559799998184,pawn_shop,10.881,10.7,-1.8836,1.0472,480,320,0.727,1.588,0.402,1.185,0.993,1.817,0.001,0.287,1.101,,,6.736,91.7,4873,8007,0,0,0,148,14,13,219,339,True
1373,1771515511.3284695,14454.559399993741,pawn_shop,10.819,10.7,-1.8756,1.0472,480,320,0.563,1.577,0.398,1.179,1.008,1.834,0.001,0.284,1.1,,,6.582,91.7,4893,8007,0,0,0,148,14,13,221,341,True
1374,1771515511.3394718,14465.555799994036,pawn_shop,10.757,10.7,-1.8676,1.0472,480,320,0.641,1.571,0.402,1.169,1.018,1.842,0.001,0.272,1.099,,,6.672,91.7,4911,8007,0,0,0,148,14,13,219,339,True
1375,1771515511.3504736,14476.575399996364,pawn_shop,10.695,10.7,-1.8596,1.0472,480,320,0.732,1.6,0.414,1.186,1.01,1.851,0.001,0.226,1.075,,,6.709,91.7,4930,8007,0,0,0,148,14,13,217,337,True
1376,1771515511.361477,14487.596499995561,pawn_shop,10.632,10.7,-1.8396,1.0472,480,320,0.551,1.465,0.394,1.071,0.988,1.803,0.001,0.218,1.075,,,6.311,91.7,4940,8007,0,0,0,148,14,13,211,331,True
1377,1771515511.371479,14497.600399990915,pawn_shop,10.57,10.7,-1.8196,1.0472,480,320,0.554,1.524,0.41,1.115,0.983,1.819,0.001,0.291,1.089,,,6.515,91.7,4952,8007,0,0,0,148,14,13,206,326,True
1378,1771515511.3824809,14508.66859999951,pawn_shop,10.508,10.7,-1.7916,1.0472,480,320,0.577,1.446,0.409,1.037,0.931,1.725,0.001,0.236,1.092,,,6.242,91.7,4958,8007,0,0,0,148,14,13,200,320,True
1379,1771515511.3934848,14519.63870000327,pawn_shop,10.445,10.7,-1.7636,1.0472,480,320,0.659,1.403,0.397,1.006,0.904,1.703,0.001,0.276,1.078,,,6.246,91.7,4963,8007,0,0,0,148,14,13,195,315,True
1380,1771515511.4044864,14530.648799991468,pawn_shop,10.382,10.7,-1.7276,1.0472,480,320,0.664,1.39,0.384,1.006,0.946,1.685,0.001,0.275,1.076,,,6.255,91.7,4969,8007,0,0,0,148,14,13,193,313,True
1381,1771515511.4144888,14540.644599997904,pawn_shop,10.32,10.7,-1.6956,1.0472,480,320,0.737,1.363,0.395,0.968,0.863,1.679,0.001,0.253,1.083,,,6.186,91.7,4971,8007,0,0,0,148,14,13,191,311,True
1382,1771515511.424491,14550.662499997998,pawn_shop,10.258,10.7,-1.6596,1.0472,480,320,0.739,1.356,0.399,0.957,0.848,1.654,0.001,0.251,1.077,,,6.142,91.7,4972,8007,0,0,0,148,14,13,188,308,True
1383,1771515511.434493,14560.670899998513,pawn_shop,10.196,10.7,-1.6236,1.0472,480,320,0.731,1.341,0.39,0.951,0.842,1.638,0.001,0.242,1.074,,,6.073,91.7,4974,8007,0,0,0,148,14,13,184,304,True
1384,1771515511.4444957,14570.650900001056,pawn_shop,10.135,10.7,-1.5916,1.0472,480,320,0.683,1.235,0.353,0.882,0.834,1.615,0.001,0.276,1.078,,,5.928,91.7,4974,8007,0,0,0,148,14,14,178,298,True
1385,1771515511.455498,14581.658099996275,pawn_shop,10.073,10.7,-1.5596,1.0472,480,320,0.718,1.249,0.366,0.883,0.843,1.597,0.001,0.216,1.075,,,5.903,91.7,4974,8007,0,0,0,148,14,14,172,292,True
1386,1771515511.4675014,14592.967099990346,pawn_shop,10.01,10.7,-1.5236,1.0472,480,320,0.706,1.214,0.347,0.867,0.852,1.567,0.001,0.291,1.088,,,5.938,91.7,4974,8007,0,0,0,148,14,14,164,284,True
1387,1771515511.477503,14603.64750000008,pawn_shop,9.946,10.7,-1.4956,1.0472,480,320,0.723,1.255,0.352,0.903,0.86,1.569,0.001,0.289,1.068,,,5.978,91.7,4977,8007,0,0,0,148,14,14,162,282,True
1388,1771515511.4885054,14614.652799995383,pawn_shop,9.882,10.7,-1.4676,1.0472,480,320,0.715,1.252,0.346,0.906,0.88,1.58,0.001,0.267,1.093,,,6.024,91.7,4979,8007,0,0,0,148,14,14,158,278,True
1389,1771515511.4985077,14624.657899999875,pawn_shop,9.819,10.7,-1.4516,1.0472,480,320,0.777,1.331,0.389,0.942,0.876,1.585,0.001,0.327,1.103,,,6.238,91.7,4982,8007,0,0,0,148,14,14,156,276,True
1390,1771515511.5095096,14635.609599994496,pawn_shop,9.756,10.698,-1.4476,1.0472,480,320,0.717,1.212,0.336,0.876,0.84,1.562,0.001,0.275,1.081,,,5.912,95.2,4984,8007,0,0,0,148,14,14,153,273,True
1391,1771515511.5205123,14646.66459998989,pawn_shop,9.692,10.695,-1.4436,1.0472,480,320,0.707,1.159,0.323,0.836,0.821,1.482,0.001,0.238,1.065,,,5.688,95.2,4984,8007,0,0,0,148,14,14,147,267,True
1392,1771515511.5315151,14657.582899992121,pawn_shop,9.628,10.691,-1.4396,1.0472,480,320,0.738,1.215,0.336,0.879,0.812,1.501,0.001,0.274,1.076,,,5.834,95.2,4987,8007,0,0,0,148,14,14,144,264,True
1393,1771515511.5425174,14668.580099998508,pawn_shop,9.563,10.686,-1.4396,1.0472,480,320,0.729,1.14,0.313,0.826,0.791,1.495,0.001,0.235,1.087,,,5.697,95.2,4988,8007,0,0,0,148,14,14,138,258,True
1394,1771515511.5535202,14679.695099999662,pawn_shop,9.499,10.68,-1.4356,1.0472,480,320,0.75,1.21,0.336,0.875,0.77,1.481,0.001,0.311,1.106,,,5.851,95.2,4992,8007,0,0,0,148,14,14,134,254,True
1395,1771515511.5635223,14689.722399998573,pawn_shop,9.435,10.674,-1.4236,1.0472,480,320,0.816,1.215,0.373,0.842,0.767,1.495,0.001,0.295,1.077,,,5.878,95.2,4992,8007,0,0,0,148,14,14,130,250,True
1396,1771515511.5755248,14701.132899994263,pawn_shop,9.371,10.667,-1.4036,1.0472,480,320,0.837,1.218,0.371,0.847,0.764,1.473,0.001,0.294,1.1,,,5.932,95.2,4992,8007,0,0,0,148,14,14,128,248,True
1397,1771515511.5865276,14711.8358000007,pawn_shop,9.307,10.658,-1.3756,1.0472,480,320,0.8,1.254,0.387,0.868,0.826,1.469,0.001,0.301,1.097,,,5.999,95.2,4992,8007,0,0,0,148,14,14,126,246,True
1398,1771515511.59653,14722.731999994721,pawn_shop,9.243,10.649,-1.3396,1.0472,480,320,0.775,1.147,0.331,0.816,0.764,1.45,0.001,0.253,1.09,,,5.683,95.2,4992,8007,0,0,0,148,14,14,127,247,True
1399,1771515511.607532,14733.73389999324,pawn_shop,9.179,10.637,-1.2836,1.0472,480,320,0.813,1.165,0.327,0.838,0.79,1.477,0.001,0.305,1.1,,,5.861,95.2,4992,8007,0,0,0,148,14,14,128,248,True
1400,1771515511.6175342,14743.78039999283,pawn_shop,9.117,10.624,-1.2316,1.0472,480,320,0.687,1.201,0.337,0.863,0.835,1.585,0.001,0.306,1.108,,,5.977,92.6,4992,8007,0,0,0,148,14,14,130,250,True
1401,1771515511.6295376,14754.93949999509,pawn_shop,9.054,10.609,-1.1756,1.0472,480,320,0.816,1.288,0.397,0.891,0.897,1.488,0.001,0.344,1.114,,,6.237,92.6,4992,8007,0,0,0,148,14,13,131,251,True
1402,1771515511.6405401,14766.061299989815,pawn_shop,9.0,10.584,-1.1196,1.0472,480,320,0.765,1.285,0.376,0.909,0.869,1.463,0.001,0.305,1.108,,,6.028,92.6,4993,8007,0,0,0,148,14,13,133,253,True
1403,1771515511.6505415,14776.753199999803,pawn_shop,8.952,10.553,-1.0756,1.0472,480,320,0.714,1.17,0.334,0.836,0.846,1.414,0.001,0.23,1.074,,,5.652,92.6,4993,8007,0,0,0,148,14,13,134,254,True
1404,1771515511.6615448,14787.803699990036,pawn_shop,8.911,10.514,-1.0436,1.0472,480,320,0.721,1.23,0.351,0.879,0.884,1.454,0.001,0.291,1.096,,,5.918,92.6,4993,8007,0,0,0,148,14,13,134,254,True
1405,1771515511.6715472,14797.726199991303,pawn_shop,8.874,10.472,-1.0316,1.0472,480,320,0.799,1.245,0.383,0.862,0.87,1.458,0.001,0.3,1.105,,,6.027,92.6,4993,8007,0,0,0,148,14,13,132,252,True
1406,1771515511.6815486,14807.66949999088,pawn_shop,8.843,10.427,-1.0196,1.0472,480,320,0.736,1.164,0.328,0.835,0.846,1.395,0.001,0.282,1.078,,,5.72,92.6,4993,8007,0,0,0,148,14,13,130,250,True
1407,1771515511.6925514,14818.639099990833,pawn_shop,8.814,10.378,-1.0156,1.0472,480,320,0.689,1.107,0.305,0.802,0.809,1.389,0.001,0.207,1.058,,,5.473,92.6,4993,8007,0,0,0,148,14,13,127,247,True
1408,1771515511.7035537,14829.673100000946,pawn_shop,8.788,10.326,-1.0076,1.0472,480,320,0.717,1.209,0.349,0.86,0.81,1.405,0.001,0.294,1.083,,,5.756,92.6,4993,8007,0,0,0,148,14,13,124,244,True
1409,1771515511.7145565,14840.691999997944,pawn_shop,8.765,10.271,-1.0036,1.0472,480,320,0.746,1.197,0.358,0.839,0.824,1.431,0.001,0.343,1.11,,,5.908,92.6,4993,8007,0,0,0,148,14,13,121,241,True
1410,1771515511.7265592,14851.894799998263,pawn_shop,8.743,10.215,-0.9956,1.0472,480,320,0.794,1.201,0.362,0.839,0.767,1.392,0.001,0.298,1.097,,,5.79,92.6,4993,8007,0,0,0,148,14,13,118,238,True
1411,1771515511.7355614,14861.683499999344,pawn_shop,8.723,10.158,-0.9876,1.0472,480,320,0.737,1.12,0.311,0.809,0.751,1.352,0.001,0.263,1.06,,,5.496,92.6,4993,8007,0,0,0,148,14,13,116,236,True
1412,1771515511.7465637,14872.85059998976,pawn_shop,8.714,10.102,-0.9796,1.0472,480,320,0.711,1.097,0.315,0.782,0.72,1.315,0.001,0.24,1.091,,,5.386,92.6,4993,8007,0,0,0,148,14,13,113,233,True
1413,1771515511.757566,14883.683899999596,pawn_shop,8.713,10.046,-0.9756,1.0472,480,320,0.758,1.141,0.337,0.804,0.725,1.338,0.001,0.304,1.084,,,5.573,92.6,4993,8007,0,0,0,148,14,13,112,232,True
1414,1771515511.7685685,14894.664199993713,pawn_shop,8.72,9.99,-0.9716,1.0472,480,320,0.701,1.075,0.287,0.788,0.713,1.316,0.001,0.244,1.079,,,5.328,92.6,4994,8007,0,0,0,148,14,13,110,230,True
1415,1771515511.7785707,14904.646099996171,pawn_shop,8.732,9.935,-0.9676,1.0472,480,320,0.728,1.043,0.279,0.763,0.713,1.303,0.001,0.261,1.065,,,5.334,92.6,4995,8007,0,0,0,148,14,13,109,229,True
1416,1771515511.7885733,14914.615000001504,pawn_shop,8.749,9.882,-0.9676,1.0472,480,320,0.825,1.067,0.279,0.788,0.714,1.323,0.001,0.227,1.073,,,5.448,92.6,4998,8007,0,0,0,148,14,12,108,228,True
1417,1771515511.7985752,14924.602600003709,pawn_shop,8.769,9.829,-0.9676,1.0472,480,320,0.773,1.068,0.279,0.789,0.682,1.322,0.001,0.232,1.077,,,5.371,92.6,5002,8007,0,0,0,148,14,12,108,228,True
1418,1771515511.8085775,14934.626599992043,pawn_shop,8.792,9.777,-0.9676,1.0472,480,320,0.811,1.08,0.28,0.8,0.683,1.315,0.001,0.221,1.061,,,5.386,92.6,5006,8007,0,0,0,148,14,12,106,226,True
1419,1771515511.8185797,14944.650699995691,pawn_shop,8.817,9.726,-0.9636,1.0472,480,320,0.682,1.073,0.269,0.804,0.67,1.302,0.001,0.292,1.086,,,5.321,92.6,5013,8007,0,0,0,148,14,12,106,226,True
1420,1771515511.8295825,14955.619899992598,pawn_shop,8.844,9.674,-0.9636,1.0472,480,320,0.745,1.056,0.28,0.776,0.688,1.289,0.001,0.296,1.07,,,5.359,96.2,5015,8007,0,0,0,148,14,12,104,224,True
1421,1771515511.8395846,14965.618000001996,pawn_shop,8.873,9.622,-0.9636,1.0472,480,320,0.707,1.016,0.269,0.747,0.678,1.343,0.001,0.379,1.564,,,6.078,96.2,5015,8007,0,0,0,148,14,12,103,223,True
1422,1771515511.849587,14975.698700000066,pawn_shop,8.902,9.571,-0.9596,1.0472,480,320,0.753,1.15,0.327,0.824,0.682,1.343,0.001,0.297,1.094,,,5.53,96.2,5017,8007,0,0,0,148,14,12,101,221,True
1423,1771515511.860589,14986.648799997056,pawn_shop,8.933,9.519,-0.9596,1.0472,480,320,0.736,1.073,0.289,0.784,0.643,1.315,0.001,0.339,1.106,,,5.43,96.2,5017,8007,0,0,0,148,14,12,98,218,True
1424,1771515511.871592,14997.66069999896,pawn_shop,8.966,9.467,-0.9596,1.0472,480,320,0.824,1.113,0.319,0.794,0.601,1.293,0.001,0.3,1.097,,,5.445,96.2,5017,8007,0,0,0,148,14,12,98,218,True
1425,1771515511.8825939,15008.890099998098,pawn_shop,8.999,9.415,-0.9556,1.0472,480,320,0.88,1.174,0.361,0.813,0.593,1.357,0.001,0.389,1.13,,,5.797,96.2,5017,8007,0,0,0,148,14,12,97,217,True
1426,1771515511.8925962,15018.747599999188,pawn_shop,9.033,9.363,-0.9476,1.0472,480,320,0.795,1.098,0.315,0.783,0.595,1.328,0.001,0.276,1.124,,,5.419,96.2,5017,8007,0,0,0,148,14,12,98,218,True
1427,1771515511.9036,15029.874200001359,pawn_shop,9.068,9.311,-0.9276,1.0472,480,320,0.808,1.122,0.328,0.795,0.594,1.337,0.001,0.329,1.121,,,5.556,96.2,5017,8007,0,0,0,148,14,12,94,214,True
1428,1771515511.914602,15040.850899997167,pawn_shop,9.104,9.259,-0.8996,1.0472,480,320,0.831,1.078,0.304,0.774,0.569,1.337,0.001,0.324,1.131,,,5.496,96.2,5017,8007,0,0,0,148,14,12,92,212,True
1429,1771515511.9266047,15051.934899995103,pawn_shop,9.141,9.207,-0.8636,1.0472,480,320,0.841,1.143,0.33,0.813,0.556,1.354,0.001,0.315,1.13,,,5.573,96.2,5017,8007,0,0,0,148,14,11,87,207,True
1430,1771515511.9356062,15061.844199997722,pawn_shop,9.18,9.157,-0.8196,1.0472,480,320,0.816,1.076,0.301,0.775,0.53,1.273,0.001,0.305,1.127,,,5.359,94.3,5017,8007,0,0,0,148,14,11,80,200,True
1431,1771515511.9476092,15073.022900003707,pawn_shop,9.219,9.108,-0.7676,1.0472,480,320,0.863,1.123,0.314,0.809,0.535,1.321,0.001,0.347,1.218,,,5.677,94.3,5017,8007,0,0,0,148,14,8,73,193,True
1432,1771515511.957612,15083.101999989594,pawn_shop,9.26,9.061,-0.7196,1.0472,480,320,0.826,1.067,0.299,0.768,0.469,1.2,0.001,0.335,1.21,,,5.332,94.3,5017,8007,0,0,0,148,14,8,67,187,True
1433,1771515511.967614,15093.11109999544,pawn_shop,9.302,9.015,-0.6676,1.0472,480,320,0.864,1.2,0.382,0.818,0.465,1.234,0.001,0.328,1.152,,,5.463,94.3,5017,8007,0,0,0,148,14,8,56,176,True
1434,1771515511.9786153,15104.180199996335,pawn_shop,9.347,8.971,-0.6076,1.0472,480,320,0.825,1.003,0.271,0.732,0.413,1.186,0.001,0.352,1.17,,,5.186,94.3,5017,8007,0,0,0,148,14,8,47,167,True
1435,1771515511.9896193,15115.10840000119,pawn_shop,9.393,8.929,-0.5436,1.0472,480,320,1.165,0.953,0.239,0.714,0.394,1.111,0.001,0.335,1.13,,,5.3,94.3,5017,8007,0,0,0,148,14,8,38,158,True
1436,1771515512.0006218,15126.250899993465,pawn_shop,9.442,8.889,-0.4796,1.0472,480,320,0.958,0.977,0.239,0.738,0.368,1.035,0.001,0.433,1.167,,,5.215,94.3,5017,8007,0,0,0,148,14,6,22,142,True
1437,1771515512.0106227,15136.080199998105,pawn_shop,9.492,8.852,-0.4356,1.0472,480,320,1.034,1.085,0.303,0.782,0.35,1.04,0.001,0.34,1.152,,,5.243,94.3,5017,8007,0,0,0,148,14,6,15,135,True
1438,1771515512.0216267,15147.115400002804,pawn_shop,9.544,8.817,-0.3996,1.0472,480,320,0.842,0.979,0.253,0.726,0.306,1.02,0.001,0.415,1.155,,,4.938,94.3,5017,8007,0,0,0,148,14,6,11,131,True
1439,1771515512.0326297,15158.238000003621,pawn_shop,9.598,8.784,-0.3756,1.0472,480,320,1.054,0.881,0.214,0.667,0.287,1.067,0.001,0.384,1.164,,,5.088,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1440,1771515512.041631,15167.842599999858,pawn_shop,9.652,8.753,-0.3716,1.0472,480,320,0.919,0.882,0.235,0.647,0.291,1.105,0.001,0.399,1.142,,,4.971,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1441,1771515512.0536342,15179.01009999332,pawn_shop,9.652,8.724,-0.3716,1.0472,480,320,0.963,1.046,0.279,0.767,0.342,1.129,0.001,0.393,1.259,,,5.432,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1442,1771515512.062635,15188.9128999901,pawn_shop,9.652,8.696,-0.3716,1.0472,480,320,1.066,0.891,0.22,0.671,0.299,1.325,0.002,0.389,1.173,,,5.433,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1443,1771515512.073639,15199.070799993933,pawn_shop,9.702,8.663,-0.3716,1.0472,480,320,0.98,0.885,0.224,0.661,0.308,1.17,0.001,0.321,1.244,,,5.191,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1444,1771515512.0836403,15209.79459999944,pawn_shop,9.747,8.625,-0.3716,1.0472,480,320,0.957,0.904,0.263,0.641,0.295,1.251,0.002,0.39,1.174,,,5.22,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1445,1771515512.0946422,15220.914799996535,pawn_shop,9.789,8.582,-0.3716,1.0472,480,320,0.975,0.892,0.228,0.664,0.311,1.393,0.001,0.346,1.17,,,5.385,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1446,1771515512.104645,15230.873900000006,pawn_shop,9.828,8.538,-0.3716,1.0472,480,320,1.053,0.973,0.231,0.742,0.347,1.666,0.002,0.372,1.173,,,5.883,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1447,1771515512.1166472,15242.475999999442,pawn_shop,9.855,8.49,-0.3716,1.0472,480,320,1.329,1.378,0.343,1.034,0.462,2.018,0.002,0.442,1.883,,,7.932,94.3,5017,8007,0,0,0,148,14,6,7,127,True
1448,1771515512.1266494,15252.646699998877,pawn_shop,9.872,8.439,-0.3716,1.0472,480,320,1.01,0.981,0.261,0.72,0.356,1.598,0.002,0.385,1.263,,,5.878,94.3,5017,8007,0,0,0,148,14,6,8,128,True
1449,1771515512.137652,15263.181899994379,pawn_shop,9.882,8.388,-0.3716,1.0472,480,320,1.29,1.276,0.296,0.98,0.463,1.636,0.002,0.413,1.258,,,6.751,94.3,5017,8007,0,0,0,148,14,6,8,128,True
1450,1771515512.1476555,15273.856699990574,pawn_shop,9.885,8.334,-0.3716,1.0472,480,320,1.055,1.077,0.265,0.812,0.373,1.089,0.002,0.383,1.31,,,5.601,94.3,5017,8007,0,0,0,148,14,6,9,129,True
1451,1771515512.1576567,15283.782300000894,pawn_shop,9.883,8.28,-0.3716,1.0472,480,320,0.969,0.936,0.252,0.685,0.311,0.903,0.001,0.346,1.35,,,5.045,94.3,5017,8007,0,0,0,148,14,6,10,130,True
1452,1771515512.1686587,15294.891600002302,pawn_shop,9.878,8.225,-0.3716,1.0472,480,320,1.027,1.197,0.32,0.877,0.476,0.792,0.002,0.366,1.212,,,5.397,94.3,5017,8007,0,0,0,148,14,6,11,131,True
1453,1771515512.1806617,15306.278499992914,pawn_shop,9.868,8.168,-0.3716,1.0472,480,320,1.332,1.065,0.288,0.777,0.435,0.644,0.001,0.433,1.275,,,5.509,94.3,5017,8007,0,0,0,148,14,6,12,132,True
1454,1771515512.1906643,15316.880400001537,pawn_shop,9.856,8.111,-0.3716,1.0472,480,320,1.129,1.065,0.285,0.78,0.402,0.671,0.002,0.408,1.242,,,5.214,94.3,5017,8007,0,0,0,148,14,6,14,134,True
1455,1771515512.2026682,15328.279800000018,pawn_shop,9.842,8.053,-0.3836,1.0472,480,320,1.373,1.429,0.35,1.079,0.534,0.729,0.001,0.391,1.251,,,6.043,94.3,5017,8007,0,0,0,148,14,6,16,136,True
1456,1771515512.213669,15339.404300000751,pawn_shop,9.825,7.994,-0.4236,1.0472,480,320,1.099,1.415,0.358,1.057,0.447,0.737,0.001,0.366,1.312,,,5.664,94.3,5017,8007,0,0,0,148,14,6,23,143,True
1457,1771515512.2276728,15353.297099994961,pawn_shop,9.806,7.935,-0.4316,1.0472,480,320,1.083,1.112,0.288,0.824,0.421,0.771,0.001,0.413,1.356,,,5.463,94.3,5017,8007,0,0,0,148,14,6,29,149,True
1458,1771515512.2356744,15361.276399999042,pawn_shop,9.786,7.876,-0.4156,1.0472,480,320,0.92,1.043,0.269,0.774,0.466,0.746,0.002,0.366,1.669,,,5.493,94.3,5017,8007,0,0,0,148,14,6,27,147,True
1459,1771515512.2466774,15372.447899993858,pawn_shop,9.765,7.816,-0.3476,1.0472,480,320,1.145,1.033,0.26,0.773,0.481,0.678,0.002,0.38,1.283,,,5.288,94.3,5017,8007,0,0,0,148,14,6,18,138,True
1460,1771515512.2576785,15383.23799999489,pawn_shop,9.745,7.756,-0.2516,1.0472,480,320,0.939,0.998,0.266,0.733,0.313,0.632,0.001,0.447,1.325,,,4.931,91.7,5017,8007,0,0,0,148,14,6,9,129,True
1461,1771515512.2686815,15394.445700003416,pawn_shop,9.727,7.694,-0.1436,1.0472,480,320,1.031,0.855,0.219,0.635,0.006,0.571,0.002,0.411,1.487,,,4.612,91.7,5017,8007,0,0,0,148,14,5,0,120,True
1462,1771515512.2786844,15404.25539998978,pawn_shop,9.713,7.633,-0.0316,1.0472,480,320,0.959,0.885,0.226,0.659,0.007,0.548,0.001,0.456,1.484,,,4.608,91.7,5017,8007,0,0,0,148,14,5,0,120,True
1463,1771515512.289686,15415.427200001432,pawn_shop,9.702,7.571,0.1284,1.0472,480,320,0.907,0.878,0.233,0.645,0.007,0.54,0.001,0.428,1.27,,,4.307,91.7,5017,8007,0,0,0,148,14,5,0,120,True
1464,1771515512.3006902,15426.213899991126,pawn_shop,9.698,7.509,0.3084,1.0472,480,320,0.903,0.901,0.229,0.672,0.014,1.051,0.001,0.409,1.229,,,4.759,91.7,5017,8007,0,0,0,148,14,4,0,120,True
1465,1771515512.3116922,15437.19759999658,pawn_shop,9.701,7.447,0.5084,1.0472,480,320,0.984,1.036,0.282,0.753,0.464,0.997,0.001,0.402,1.249,,,5.398,91.7,5017,8007,0,0,0,148,14,2,18,138,True
1466,1771515512.3216937,15447.214899992105,pawn_shop,9.711,7.389,0.6804,1.0472,480,320,0.963,1.381,0.404,0.977,0.544,1.125,0.002,0.406,1.306,,,6.008,91.7,5017,8007,0,0,0,148,14,2,35,155,True
1467,1771515512.332698,15458.287899993593,pawn_shop,9.728,7.333,0.8524,1.0472,480,320,0.988,1.18,0.315,0.865,0.612,1.18,0.002,0.4,1.381,,,6.117,91.7,5017,8007,0,0,0,148,14,2,52,172,True
1468,1771515512.3426986,15468.43120000267,pawn_shop,9.752,7.283,0.9884,1.0472,480,320,0.983,1.232,0.321,0.911,0.665,1.187,0.002,0.409,1.276,,,6.106,91.7,5018,8007,0,0,0,148,14,2,62,182,True
1469,1771515512.3527005,15478.381599998102,pawn_shop,9.782,7.236,1.1044,1.0472,480,320,0.997,1.203,0.345,0.858,0.642,1.19,0.002,0.369,1.316,,,5.999,91.7,5018,8007,0,0,0,148,14,2,60,180,True
1470,1771515512.3627048,15488.210299998173,pawn_shop,9.817,7.195,1.2004,1.0472,480,320,1.011,1.187,0.308,0.878,0.652,1.16,0.002,0.392,1.266,,,5.972,95.2,5018,8007,0,0,0,148,14,2,59,179,True
1471,1771515512.373706,15499.228999993647,pawn_shop,9.857,7.158,1.2884,1.0472,480,320,0.997,1.435,0.433,1.002,0.608,1.145,0.002,0.385,1.361,,,6.209,95.2,5019,8007,0,0,0,148,14,2,58,178,True
1472,1771515512.3837068,15509.308399996371,pawn_shop,9.901,7.124,1.3084,1.0472,480,320,0.953,1.144,0.318,0.826,1.023,1.316,0.002,0.39,1.385,,,6.533,95.2,5019,8007,0,0,0,148,14,2,57,177,True
1473,1771515512.3947096,15520.040799994604,pawn_shop,9.948,7.094,1.3124,1.0472,480,320,0.934,1.179,0.342,0.837,0.649,1.145,0.002,0.37,1.335,,,5.93,95.2,5019,8007,0,0,0,148,14,2,56,176,True
1474,1771515512.4047127,15530.89199999522,pawn_shop,9.999,7.067,1.3164,1.0472,480,320,0.889,1.194,0.326,0.867,0.576,1.083,0.001,0.383,1.235,,,5.699,95.2,5019,8007,0,0,0,148,14,2,55,175,True
1475,1771515512.4157145,15541.3172999979,pawn_shop,10.05,7.041,1.3164,1.0472,480,320,1.044,1.132,0.308,0.824,0.594,1.099,0.001,0.354,1.318,,,5.861,95.2,5019,8007,0,0,0,148,14,2,55,175,True
1476,1771515512.4257166,15551.93469999358,pawn_shop,10.105,7.018,1.3204,1.0472,480,320,0.923,1.112,0.328,0.783,0.569,1.083,0.001,0.35,1.223,,,5.526,95.2,5019,8007,0,0,0,148,14,2,54,174,True
1477,1771515512.4357202,15561.87140000111,pawn_shop,10.16,6.996,1.3204,1.0472,480,320,0.924,1.112,0.311,0.801,0.58,1.083,0.001,0.413,1.28,,,5.631,95.2,5019,8007,0,0,0,148,14,2,54,174,True
1478,1771515512.4467216,15572.88300000073,pawn_shop,10.216,6.975,1.3204,1.0472,480,320,0.915,1.192,0.342,0.849,0.561,1.088,0.001,0.399,1.254,,,5.672,95.2,5019,8007,0,0,0,148,14,2,54,174,True
1479,1771515512.4567242,15582.854299995233,pawn_shop,10.273,6.955,1.3204,1.0472,480,320,0.891,1.122,0.308,0.814,0.548,1.055,0.001,0.377,1.206,,,5.432,95.2,5019,8007,0,0,0,148,14,2,54,174,True
1480,1771515512.4667256,15592.834199997014,pawn_shop,10.33,6.937,1.3204,1.0472,480,320,0.869,1.024,0.273,0.751,0.548,1.08,0.001,0.374,1.209,,,5.358,95.2,5019,8007,0,0,0,148,14,2,54,174,True
1481,1771515512.4777293,15603.890099999262,pawn_shop,10.389,6.918,1.3204,1.0472,480,320,0.895,1.102,0.325,0.777,0.567,1.091,0.002,0.38,1.326,,,5.659,95.2,5019,8007,0,0,0,148,14,2,54,174,True
1482,1771515512.487731,15613.853399991058,pawn_shop,10.447,6.901,1.3204,1.0472,480,320,0.915,1.087,0.302,0.785,0.581,1.061,0.001,0.4,1.255,,,5.643,95.2,5019,8007,0,0,0,148,14,2,53,173,True
1483,1771515512.4977329,15623.923699997249,pawn_shop,10.505,6.884,1.3204,1.0472,480,320,0.962,1.074,0.311,0.763,0.556,1.088,0.001,0.41,1.252,,,5.609,95.2,5019,8007,0,0,0,148,14,2,53,173,True
1484,1771515512.508737,15634.057699993718,pawn_shop,10.564,6.867,1.3164,1.0472,480,320,0.958,1.108,0.309,0.799,0.572,1.128,0.002,0.435,1.32,,,5.909,95.2,5019,8007,0,0,0,148,14,2,52,172,True
1485,1771515512.5197375,15645.5297999928,pawn_shop,10.623,6.85,1.2684,1.0472,480,320,1.146,1.163,0.355,0.808,0.581,1.237,0.002,0.417,1.537,,,6.37,95.2,5019,8007,0,0,0,148,14,2,45,165,True
