frame,timestamp,wall_clock_ms,zone,px,py,angle,fov,render_w,render_h,dt_floor_ceil,dt_walls,dt_cast,dt_blit_walls,dt_visplane,dt_entities,dt_tint,dt_upscale,dt_hud,dt_sim,dt_physics,dt_frame_total,fps,strip_cache_size,strip_cache_prev_size,col_cache_size,ent_pool_size,bb_base_cache_size,glyph_cache_size,n_entities_visible,n_entity_billboards,n_deferred_halves,n_slices,c_extension_active
1256,1771515510.078187,13204.28350000293,pawn_shop,10.637,6.859,-1.4916,1.0472,480,320,0.892,1.632,0.448,1.184,1.056,1.849,0.001,0.32,1.394,,,7.494,100.0,4403,8007,0,0,0,147,14,10,158,278,True
1257,1771515510.0881891,13214.067299995804,pawn_shop,10.648,6.841,-1.4916,1.0472,480,320,0.934,1.567,0.417,1.15,1.013,1.729,0.001,0.432,1.303,,,7.3,100.0,4403,8007,0,0,0,147,14,10,158,278,True
1258,1771515510.099192,13225.414000000455,pawn_shop,10.658,6.824,-1.4916,1.0472,480,320,0.856,1.525,0.467,1.058,1.216,1.679,0.002,0.372,1.18,,,7.169,100.0,4403,8007,0,0,0,147,14,10,159,279,True
1259,1771515510.1091933,13234.572000001208,pawn_shop,10.667,6.81,-1.4916,1.0472,480,320,1.079,1.563,0.466,1.098,1.07,1.672,0.001,0.854,1.357,,,8.029,100.0,4403,8007,0,0,0,147,14,10,159,279,True
1260,1771515510.1191962,13244.748999990406,pawn_shop,10.675,6.796,-1.4956,1.0472,480,320,0.811,1.434,0.398,1.036,1.058,1.66,0.002,0.326,1.239,,,6.833,98.0,4403,8007,0,0,0,147,14,10,158,278,True
1261,1771515510.1301982,13255.658599999151,pawn_shop,10.693,6.786,-1.5036,1.0472,480,320,0.825,1.502,0.436,1.066,1.187,1.776,0.002,0.318,1.281,,,7.5,98.0,4403,8007,0,0,0,147,14,10,159,279,True
1262,1771515510.1392,13265.217699998175,pawn_shop,10.719,6.779,-1.5196,1.0472,480,320,0.825,1.501,0.417,1.084,0.997,1.673,0.001,0.33,1.213,,,6.766,98.0,4403,8007,0,0,0,147,14,10,158,278,True
1263,1771515510.1502025,13275.572899990948,pawn_shop,10.747,6.781,-1.5516,1.0472,480,320,0.803,1.403,0.408,0.996,1.051,1.714,0.001,0.325,1.254,,,6.827,98.0,4403,8007,0,0,0,147,14,11,153,273,True
1264,1771515510.1592057,13284.771399994497,pawn_shop,10.778,6.789,-1.5956,1.0472,480,320,0.82,1.462,0.424,1.038,0.968,1.584,0.002,0.447,1.524,,,7.113,98.0,4403,8007,0,0,0,147,14,11,150,270,True
1265,1771515510.170208,13295.883600003435,pawn_shop,10.812,6.804,-1.6516,1.0472,480,320,1.098,2.128,0.596,1.532,1.317,2.215,0.003,0.372,1.63,,,9.176,98.0,4403,8007,0,0,0,147,14,11,149,269,True
1266,1771515510.1812103,13307.361799990758,pawn_shop,10.85,6.823,-1.7196,1.0472,480,320,1.805,1.582,0.401,1.181,1.133,1.593,0.002,0.331,1.207,,,7.955,98.0,4403,8007,0,0,0,147,14,12,150,270,True
1267,1771515510.1922119,13317.677099999855,pawn_shop,10.89,6.845,-1.7756,1.0472,480,320,0.886,1.402,0.44,0.962,1.182,2.222,0.002,0.371,1.63,,,8.046,98.0,4403,8007,0,0,0,147,14,12,157,277,True
1268,1771515510.2022147,13328.19099999324,pawn_shop,10.934,6.869,-1.8276,1.0472,480,320,0.884,1.465,0.451,1.014,1.031,1.669,0.002,0.328,1.187,,,6.835,98.0,4403,8007,0,0,0,147,14,12,160,280,True
1269,1771515510.2132177,13338.735500001349,pawn_shop,10.979,6.893,-1.8756,1.0472,480,320,0.893,1.446,0.432,1.013,0.908,1.651,0.002,0.328,1.397,,,6.883,98.0,4403,8007,0,0,0,147,14,12,166,286,True
1270,1771515510.223219,13349.254400003701,pawn_shop,11.026,6.918,-1.9156,1.0472,480,320,0.887,1.596,0.47,1.126,1.266,1.742,0.001,0.336,1.201,,,7.322,97.1,4403,8007,0,0,0,147,14,12,169,289,True
1271,1771515510.2332218,13358.92669999157,pawn_shop,11.075,6.943,-1.9596,1.0472,480,320,1.371,1.611,0.43,1.181,1.019,1.911,0.002,0.318,1.421,,,7.954,97.1,4403,8007,0,0,0,147,14,12,176,296,True
1272,1771515510.2432244,13369.300499995006,pawn_shop,11.126,6.967,-2.0036,1.0472,480,320,2.881,1.716,0.534,1.182,1.02,1.736,0.001,0.33,1.302,,,9.288,97.1,4403,8007,0,0,0,147,14,12,180,300,True
1273,1771515510.2552261,13381.261799993808,pawn_shop,11.18,6.991,-2.0516,1.0472,480,320,1.071,2.188,0.63,1.558,1.274,2.443,0.002,0.366,1.642,,,9.36,97.1,4403,8007,0,0,0,147,14,12,188,308,True
1274,1771515510.2672298,13393.001699994784,pawn_shop,11.237,7.014,-2.0876,1.0472,480,320,0.94,1.547,0.49,1.057,0.941,1.912,0.001,0.333,1.198,,,7.216,97.1,4403,8007,0,0,0,147,14,12,189,309,True
1275,1771515510.2782323,13403.697100002319,pawn_shop,11.295,7.035,-2.1156,1.0472,480,320,0.84,1.521,0.484,1.037,1.209,2.178,0.002,0.334,1.259,,,7.663,97.1,4403,8007,0,0,0,147,14,12,193,313,True
1276,1771515510.2872336,13413.447200000519,pawn_shop,11.352,7.055,-2.1356,1.0472,480,320,0.806,1.673,0.613,1.06,0.933,2.0,0.001,0.323,1.254,,,7.283,97.1,4403,8007,0,0,0,147,14,12,193,313,True
1277,1771515510.2972364,13422.763800001121,pawn_shop,11.41,7.073,-2.1436,1.0472,480,320,0.865,1.59,0.481,1.109,1.056,2.03,0.001,0.355,1.325,,,7.523,97.1,4403,8007,0,0,0,147,14,12,194,314,True
1278,1771515510.3072383,13433.493399992585,pawn_shop,11.468,7.09,-2.1476,1.0472,480,320,0.918,1.596,0.474,1.122,1.126,1.978,0.002,0.321,1.594,,,7.911,97.1,4403,8007,0,0,0,147,14,12,197,317,True
1279,1771515510.3182411,13443.786599993473,pawn_shop,11.527,7.107,-2.1516,1.0472,480,320,0.859,1.578,0.487,1.091,0.94,2.195,0.002,0.371,1.233,,,7.521,97.1,4403,8007,0,0,0,147,14,12,198,318,True
1280,1771515510.3282428,13454.458199994406,pawn_shop,11.586,7.122,-2.1516,1.0472,480,320,0.832,1.601,0.466,1.134,0.983,1.886,0.001,0.318,1.231,,,7.146,94.3,4403,8007,0,0,0,147,14,12,197,317,True
1281,1771515510.3382454,13463.923699993757,pawn_shop,11.645,7.137,-2.1516,1.0472,480,320,0.892,1.62,0.476,1.144,0.989,2.118,0.001,0.364,1.353,,,7.718,94.3,4403,8007,0,0,0,147,14,12,198,318,True
1282,1771515510.3482478,13473.815999997896,pawn_shop,11.704,7.152,-2.1556,1.0472,480,320,0.821,1.562,0.488,1.074,0.918,1.969,0.002,0.358,1.367,,,7.362,94.3,4403,8007,0,0,0,147,14,12,197,317,True
1283,1771515510.3582501,13484.50910000247,pawn_shop,11.763,7.166,-2.1556,1.0472,480,320,0.86,1.555,0.491,1.064,1.185,2.143,0.002,0.482,1.29,,,7.942,94.3,4403,8007,0,0,0,147,14,12,198,318,True
1284,1771515510.369253,13494.631499997922,pawn_shop,11.823,7.179,-2.1556,1.0472,480,320,1.109,1.567,0.486,1.081,1.121,2.222,0.002,0.314,1.156,,,7.82,94.3,4403,8007,0,0,0,147,14,12,198,318,True
1285,1771515510.379254,13504.644999993616,pawn_shop,11.883,7.193,-2.1556,1.0472,480,320,0.827,1.685,0.49,1.195,0.948,1.934,0.001,0.322,1.484,,,7.553,94.3,4403,8007,0,0,0,147,14,12,198,318,True
1286,1771515510.3892562,13515.379199991003,pawn_shop,11.943,7.206,-2.1556,1.0472,480,320,0.878,1.596,0.478,1.118,1.276,2.071,0.001,0.33,1.265,,,7.722,94.3,4403,8007,0,0,0,147,14,12,199,319,True
1287,1771515510.3992593,13525.17049999733,pawn_shop,12.002,7.219,-2.1556,1.0472,480,320,0.911,1.682,0.504,1.178,1.217,1.923,0.001,0.491,1.387,,,8.11,94.3,4403,8007,0,0,0,147,14,12,200,320,True
1288,1771515510.4092615,13535.402900000918,pawn_shop,12.061,7.232,-2.1556,1.0472,480,320,1.129,1.927,0.661,1.266,1.025,1.934,0.002,0.35,1.27,,,7.945,94.3,4403,8007,0,0,0,147,14,12,199,319,True
1289,1771515510.4192636,13545.37559999153,pawn_shop,12.12,7.244,-2.1556,1.0472,480,320,0.867,1.655,0.499,1.156,0.986,1.859,0.001,0.33,1.217,,,7.227,94.3,4403,8007,0,0,0,147,14,12,198,318,True
1290,1771515510.4292662,13554.864799996722,pawn_shop,12.18,7.257,-2.1556,1.0472,480,320,0.91,1.662,0.513,1.148,1.17,1.935,0.002,0.395,1.202,,,7.622,99.0,4403,8007,0,0,0,147,14,12,201,321,True
1291,1771515510.4382675,13564.475599996513,pawn_shop,12.239,7.269,-2.1556,1.0472,480,320,0.96,1.713,0.643,1.071,0.962,1.814,0.002,0.375,1.177,,,7.332,99.0,4403,8007,0,0,0,147,14,12,202,322,True
1292,1771515510.44927,13575.53590000316,pawn_shop,12.298,7.281,-2.1556,1.0472,480,320,0.954,1.746,0.512,1.234,1.041,2.105,0.002,0.365,1.346,,,7.909,99.0,4404,8007,0,0,0,147,14,12,203,323,True
1293,1771515510.4592729,13585.529699994368,pawn_shop,12.358,7.294,-2.1556,1.0472,480,320,0.833,1.888,0.572,1.316,1.05,1.988,0.002,0.341,1.359,,,7.775,99.0,4404,8007,0,0,0,147,14,12,203,323,True
1294,1771515510.4702756,13595.640500003356,pawn_shop,12.418,7.306,-2.1556,1.0472,480,320,0.838,1.61,0.499,1.111,0.937,1.966,0.002,0.361,1.63,,,7.819,99.0,4404,8007,0,0,0,147,14,12,203,323,True
1295,1771515510.480277,13605.737299993052,pawn_shop,12.477,7.319,-2.1556,1.0472,480,320,0.903,1.757,0.552,1.206,1.267,2.116,0.002,0.349,1.205,,,7.987,99.0,4404,8007,0,0,0,147,14,13,205,325,True
1296,1771515510.4902797,13616.117400000803,pawn_shop,12.532,7.338,-2.1556,1.0472,480,320,0.85,1.657,0.522,1.134,0.945,1.854,0.002,0.508,1.222,,,7.369,99.0,4404,8007,0,0,0,147,14,13,203,323,True
1297,1771515510.4992814,13625.542499998119,pawn_shop,12.583,7.363,-2.1556,1.0472,480,320,0.838,1.598,0.49,1.108,0.933,1.868,0.002,0.363,1.169,,,7.091,99.0,4405,8007,0,0,0,147,14,13,205,325,True
1298,1771515510.5102842,13636.411799991038,pawn_shop,12.63,7.392,-2.1556,1.0472,480,320,0.885,1.803,0.647,1.156,0.933,1.832,0.003,0.339,1.2,,,7.299,99.0,4405,8007,0,0,0,147,14,13,205,325,True
1299,1771515510.520287,13646.066999994218,pawn_shop,12.675,7.425,-2.1556,1.0472,480,320,0.859,1.607,0.492,1.115,0.898,1.907,0.001,0.364,1.182,,,7.134,99.0,4405,8007,0,0,0,147,14,13,205,325,True
1300,1771515510.5312893,13656.66809999675,pawn_shop,12.675,7.463,-2.1556,1.0472,480,320,1.048,2.753,0.642,2.111,1.199,1.856,0.002,0.364,1.214,,,8.804,98.0,4405,8007,0,0,0,147,14,13,203,323,True
1301,1771515510.541291,13667.45510000328,pawn_shop,12.675,7.503,-2.1556,1.0472,480,320,0.955,1.601,0.52,1.081,0.922,1.856,0.002,0.352,1.173,,,7.177,98.0,4406,8007,0,0,0,147,14,13,203,323,True
1302,1771515510.5522938,13678.499200002989,pawn_shop,12.675,7.546,-2.1556,1.0472,480,320,0.855,1.528,0.491,1.037,0.889,1.808,0.001,0.343,1.198,,,6.906,98.0,4406,8007,0,0,0,147,14,13,200,320,True
1303,1771515510.5642974,13689.711799990619,pawn_shop,12.675,7.593,-2.1556,1.0472,480,320,0.873,1.587,0.485,1.102,0.941,1.884,0.002,0.349,1.215,,,7.18,98.0,4406,8007,0,0,0,147,14,13,201,321,True
1304,1771515510.5742993,13700.507300003665,pawn_shop,12.698,7.643,-2.1556,1.0472,480,320,0.865,1.557,0.498,1.059,1.12,2.11,0.002,0.403,1.296,,,7.743,98.0,4406,8007,0,0,0,147,14,13,202,322,True
1305,1771515510.585302,13711.462799998117,pawn_shop,12.698,7.696,-2.1556,1.0472,480,320,0.885,1.528,0.494,1.034,0.909,1.793,0.002,0.343,1.18,,,6.916,98.0,4406,8007,0,0,0,147,14,13,200,320,True
1306,1771515510.5963044,13722.42499999993,pawn_shop,12.698,7.752,-2.1556,1.0472,480,320,0.815,1.585,0.481,1.104,0.884,1.857,0.001,0.406,1.309,,,7.167,98.0,4406,8007,0,0,0,147,14,13,199,319,True
1307,1771515510.6073067,13733.524399998714,pawn_shop,12.698,7.809,-2.1556,1.0472,480,320,0.963,1.824,0.567,1.257,1.262,1.879,0.002,0.369,1.197,,,7.778,98.0,4406,8007,0,0,0,147,14,13,199,319,True
1308,1771515510.6193085,13744.724000003771,pawn_shop,12.7,7.867,-2.1556,1.0472,480,320,0.873,1.499,0.473,1.027,0.986,1.836,0.002,0.331,1.168,,,6.963,98.0,4406,8007,0,0,0,147,14,13,199,319,True
1309,1771515510.629311,13755.511600000318,pawn_shop,12.7,7.927,-2.1556,1.0472,480,320,0.845,1.575,0.483,1.092,0.883,1.83,0.002,0.339,1.184,,,6.876,98.0,4406,8007,0,0,0,147,14,13,198,318,True
1310,1771515510.6403131,13766.488099994604,pawn_shop,12.697,7.988,-2.1556,1.0472,480,320,0.933,1.716,0.523,1.193,0.994,1.969,0.002,0.336,1.146,,,7.351,90.9,4406,8007,0,0,0,147,14,13,197,317,True
1311,1771515510.651316,13777.453299990157,pawn_shop,12.691,8.049,-2.1556,1.0472,480,320,0.857,1.475,0.474,1.001,0.883,1.812,0.002,0.405,1.146,,,6.81,90.9,4406,8007,0,0,0,147,14,13,194,314,True
1312,1771515510.6623187,13788.502700001118,pawn_shop,12.685,8.112,-2.1556,1.0472,480,320,0.836,1.517,0.504,1.013,0.901,1.749,0.002,0.324,1.149,,,6.701,90.9,4407,8007,0,0,0,147,14,13,194,314,True
1313,1771515510.673321,13799.53829999431,pawn_shop,12.677,8.174,-2.1556,1.0472,480,320,0.816,1.508,0.481,1.027,0.956,1.906,0.002,0.345,1.224,,,7.027,90.9,4408,8007,0,0,0,147,14,13,195,315,True
1314,1771515510.6843235,13810.539600002812,pawn_shop,12.668,8.237,-2.1556,1.0472,480,320,0.822,1.532,0.501,1.031,0.947,1.804,0.002,0.338,1.22,,,6.93,90.9,4408,8007,0,0,0,147,14,13,193,313,True
1315,1771515510.695326,13821.530699991854,pawn_shop,12.658,8.301,-2.1556,1.0472,480,320,0.801,1.489,0.487,1.002,0.907,1.727,0.002,0.309,1.199,,,6.649,90.9,4409,8007,0,0,0,147,14,13,191,311,True
1316,1771515510.7063284,13832.469400003902,pawn_shop,12.648,8.364,-2.1556,1.0472,480,320,0.79,1.468,0.488,0.98,0.867,1.717,0.001,0.336,1.294,,,6.704,90.9,4409,8007,0,0,0,147,14,13,193,313,True
1317,1771515510.7173305,13843.416199990315,pawn_shop,12.637,8.428,-2.1556,1.0472,480,320,0.765,1.528,0.464,1.064,0.875,1.777,0.001,0.323,1.152,,,6.635,90.9,4409,8007,0,0,0,147,14,13,195,315,True
1318,1771515510.728333,13854.458100002375,pawn_shop,12.625,8.492,-2.1556,1.0472,480,320,0.795,1.421,0.454,0.967,0.83,1.773,0.001,0.316,1.132,,,6.468,90.9,4409,8007,0,0,0,147,14,13,194,314,True
1319,1771515510.7393355,13865.519699989818,pawn_shop,12.613,8.556,-2.1596,1.0472,480,320,0.83,1.439,0.461,0.978,0.929,1.715,0.001,0.32,1.126,,,6.571,90.9,4409,8007,0,0,0,147,14,13,194,314,True
1320,1771515510.7503383,13876.477899990277,pawn_shop,12.602,8.62,-2.1596,1.0472,480,320,0.863,1.486,0.463,1.024,0.891,1.719,0.002,0.317,1.134,,,6.626,90.9,4410,8007,0,0,0,147,14,13,193,313,True
1321,1771515510.7613404,13887.495000002673,pawn_shop,12.589,8.685,-2.1596,1.0472,480,320,1.04,1.447,0.465,0.981,0.851,1.733,0.001,0.33,1.166,,,6.778,90.9,4411,8007,0,0,0,147,14,13,193,313,True
1322,1771515510.7723427,13898.534399995697,pawn_shop,12.577,8.749,-2.1596,1.0472,480,320,0.924,1.615,0.527,1.088,0.914,1.748,0.002,0.316,1.159,,,6.917,90.9,4413,8007,0,0,0,147,14,13,193,313,True
1323,1771515510.7823453,13908.538599993335,pawn_shop,12.565,8.813,-2.1596,1.0472,480,320,0.914,1.493,0.48,1.013,0.914,1.861,0.002,0.339,1.299,,,7.147,90.9,4414,8007,0,0,0,147,14,13,188,308,True
1324,1771515510.793348,13919.5483999938,pawn_shop,12.553,8.876,-2.1596,1.0472,480,320,0.83,1.5,0.475,1.025,0.915,1.723,0.002,0.322,1.17,,,6.71,90.9,4415,8007,0,0,0,147,14,13,182,302,True
1325,1771515510.80435,13930.501199996797,pawn_shop,12.54,8.94,-2.1596,1.0472,480,320,0.879,1.406,0.451,0.955,0.797,1.654,0.001,0.379,1.155,,,6.479,90.9,4417,8007,0,0,0,147,14,13,179,299,True
1326,1771515510.8153536,13941.647500003455,pawn_shop,12.528,9.004,-2.1596,1.0472,480,320,0.868,1.427,0.461,0.966,0.839,1.62,0.001,0.325,1.183,,,6.48,90.9,4419,8007,0,0,0,147,14,13,174,294,True
1327,1771515510.8263552,13952.53059999959,pawn_shop,12.515,9.068,-2.1596,1.0472,480,320,0.81,1.606,0.605,1.002,0.874,1.591,0.001,0.36,1.187,,,6.711,90.9,4420,8007,0,0,0,147,14,13,166,286,True
1328,1771515510.837358,13963.476099990658,pawn_shop,12.502,9.132,-2.1596,1.0472,480,320,0.806,1.383,0.448,0.935,0.802,1.564,0.002,0.326,1.172,,,6.261,90.9,4421,8007,0,0,0,147,14,13,162,282,True
1329,1771515510.848361,13974.624099995708,pawn_shop,12.49,9.197,-2.1596,1.0472,480,320,0.794,1.358,0.424,0.934,0.778,1.611,0.002,0.337,1.159,,,6.265,90.9,4423,8007,0,0,0,147,14,13,158,278,True
1330,1771515510.8593636,13985.63139999169,pawn_shop,12.477,9.261,-2.1596,1.0472,480,320,0.797,1.357,0.426,0.931,0.806,1.54,0.002,0.384,1.222,,,6.394,91.7,4425,8007,0,0,0,147,14,13,155,275,True
1331,1771515510.8703659,13996.484799994505,pawn_shop,12.464,9.326,-2.1596,1.0472,480,320,0.823,1.374,0.429,0.945,0.776,1.704,0.001,0.314,1.168,,,6.385,91.7,4426,8007,0,0,0,148,14,13,149,269,True
1332,1771515510.8813686,14007.482899993192,pawn_shop,12.451,9.39,-2.1596,1.0472,480,320,0.802,1.293,0.416,0.877,0.754,1.608,0.001,0.33,1.14,,,6.137,91.7,4426,8007,0,0,0,148,14,13,149,269,True
1333,1771515510.8923707,14018.49729999958,pawn_shop,12.439,9.455,-2.1596,1.0472,480,320,0.804,1.302,0.401,0.902,0.746,1.632,0.001,0.323,1.145,,,6.166,91.7,4427,8007,0,0,0,148,14,13,144,264,True
1334,1771515510.9033737,14029.51629999734,pawn_shop,12.426,9.519,-2.1596,1.0472,480,320,0.828,1.294,0.408,0.886,0.743,1.637,0.001,0.329,1.142,,,6.184,91.7,4429,8007,0,0,0,148,14,13,139,259,True
1335,1771515510.9143763,14040.544000003138,pawn_shop,12.413,9.584,-2.1596,1.0472,480,320,0.954,1.329,0.417,0.912,0.743,1.62,0.001,0.326,1.129,,,6.325,91.7,4431,8007,0,0,0,148,14,13,138,258,True
1336,1771515510.9253776,14051.522099995054,pawn_shop,12.4,9.649,-2.1596,1.0472,480,320,0.868,1.294,0.398,0.896,0.73,1.569,0.001,0.336,1.134,,,6.148,91.7,4432,8007,0,0,0,148,14,13,136,256,True
1337,1771515510.9363809,14062.511500000255,pawn_shop,12.387,9.713,-2.1596,1.0472,480,320,0.967,1.301,0.399,0.902,0.78,1.589,0.001,0.34,1.164,,,6.364,91.7,4435,8007,0,0,0,148,14,13,136,256,True
1338,1771515510.947383,14073.561800003517,pawn_shop,12.374,9.778,-2.1596,1.0472,480,320,0.915,1.33,0.403,0.926,0.825,1.606,0.002,0.311,1.136,,,6.37,91.7,4439,8007,0,0,0,148,14,13,135,255,True
1339,1771515510.9583857,14084.49959999416,pawn_shop,12.362,9.843,-2.1596,1.0472,480,320,0.809,1.286,0.391,0.895,0.835,1.628,0.001,0.332,1.151,,,6.267,91.7,4442,8007,0,0,0,148,14,13,138,258,True
1340,1771515510.969388,14095.52370000165,pawn_shop,12.349,9.907,-2.1596,1.0472,480,320,0.794,1.297,0.402,0.895,0.85,1.604,0.002,0.33,1.15,,,6.243,90.9,4444,8007,0,0,0,148,14,13,140,260,True
1341,1771515510.9803903,14106.521199995768,pawn_shop,12.336,9.972,-2.1596,1.0472,480,320,0.783,1.369,0.396,0.974,0.863,1.62,0.001,0.322,1.224,,,6.411,90.9,4447,8007,0,0,0,148,14,13,142,262,True
1342,1771515510.9913926,14117.54920000385,pawn_shop,12.323,10.037,-2.1596,1.0472,480,320,0.937,1.341,0.417,0.924,0.89,1.606,0.001,0.366,1.126,,,6.48,90.9,4450,8007,0,0,0,148,14,13,142,262,True
1343,1771515511.0033965,14128.784300002735,pawn_shop,12.31,10.101,-2.1596,1.0472,480,320,0.825,1.409,0.431,0.978,1.015,1.62,0.001,0.319,1.148,,,6.554,90.9,4457,8007,0,0,0,148,14,13,144,264,True
1344,1771515511.0133982,14139.508199994452,pawn_shop,12.297,10.166,-2.1596,1.0472,480,320,0.786,1.369,0.398,0.971,0.9,1.673,0.001,0.325,1.144,,,6.433,90.9,4460,8007,0,0,0,148,14,13,146,266,True
1345,1771515511.0244007,14150.668799993582,pawn_shop,12.276,10.225,-2.1596,1.0472,480,320,0.805,1.376,0.424,0.952,0.937,1.647,0.001,0.322,1.136,,,6.436,90.9,4463,8007,0,0,0,148,14,13,151,271,True
1346,1771515511.035403,14161.550899996655,pawn_shop,12.248,10.28,-2.1596,1.0472,480,320,0.795,1.352,0.412,0.939,0.922,1.667,0.001,0.318,1.252,,,6.522,90.9,4465,8007,0,0,0,148,14,13,151,271,True
1347,1771515511.0464058,14172.532299999148,pawn_shop,12.215,10.331,-2.1596,1.0472,480,320,0.787,1.382,0.427,0.955,0.921,1.664,0.001,0.328,1.174,,,6.475,90.9,4470,8007,0,0,0,148,14,13,155,275,True
1348,1771515511.0574083,14183.53379999462,pawn_shop,12.177,10.379,-2.1596,1.0472,480,320,0.816,1.402,0.423,0.979,0.958,1.709,0.002,0.349,1.15,,,6.626,90.9,4475,8007,0,0,0,148,14,13,157,277,True
1349,1771515511.0684109,14194.542700002785,pawn_shop,12.136,10.425,-2.1596,1.0472,480,320,0.857,1.415,0.435,0.98,1.049,2.034,0.002,0.322,1.123,,,7.03,90.9,4480,8007,0,0,0,148,14,13,161,281,True
1350,1771515511.0784132,14204.6563999902,pawn_shop,12.094,10.469,-2.1596,1.0472,480,320,0.841,1.393,0.413,0.98,0.964,1.719,0.001,0.322,1.137,,,6.595,91.7,4486,8007,0,0,0,148,14,13,163,283,True
1351,1771515511.089415,14215.531199995894,pawn_shop,12.048,10.511,-2.1596,1.0472,480,320,0.842,1.591,0.532,1.059,0.929,1.925,0.001,0.325,1.166,,,7.028,91.7,4494,8007,0,0,0,148,14,13,168,288,True
1352,1771515511.0994177,14225.515500002075,pawn_shop,12.002,10.551,-2.1596,1.0472,480,320,0.884,1.476,0.436,1.04,0.991,1.754,0.002,0.319,1.153,,,6.803,91.7,4500,8007,0,0,0,148,14,13,170,290,True
1353,1771515511.1104207,14236.560699995607,pawn_shop,11.954,10.591,-2.1556,1.0472,480,320,0.809,1.491,0.439,1.052,1.009,1.807,0.002,0.333,1.151,,,6.835,91.7,4504,8007,0,0,0,148,14,13,172,292,True
1354,1771515511.121422,14247.623599992949,pawn_shop,11.905,10.63,-2.1476,1.0472,480,320,0.902,1.485,0.46,1.025,0.982,1.794,0.002,0.33,1.124,,,6.843,91.7,4510,8007,0,0,0,148,14,13,178,298,True
1355,1771515511.1314251,14257.587699990836,pawn_shop,11.855,10.667,-2.1356,1.0472,480,320,0.847,1.475,0.455,1.02,0.941,1.81,0.001,0.328,1.112,,,6.795,91.7,4516,8007,0,0,0,148,14,13,180,300,True
1356,1771515511.142427,14268.697199993767,pawn_shop,11.805,10.667,-2.1156,1.0472,480,320,0.784,1.448,0.444,1.004,0.967,1.792,0.001,0.312,1.113,,,6.694,91.7,4519,8007,0,0,0,148,14,13,181,301,True
1357,1771515511.1544292,14279.80689999822,pawn_shop,11.752,10.667,-2.0916,1.0472,480,320,0.783,1.568,0.47,1.098,0.986,1.826,0.001,0.314,1.152,,,6.898,91.7,4534,8007,0,0,0,148,14,13,183,303,True
1358,1771515511.164433,14290.672299990547,pawn_shop,11.699,10.667,-2.0636,1.0472,480,320,0.824,1.594,0.455,1.139,0.956,1.858,0.001,0.359,1.151,,,7.014,91.7,4548,8007,0,0,0,148,14,13,185,305,True
1359,1771515511.1754346,14301.66620000091,pawn_shop,11.645,10.667,-2.0396,1.0472,480,320,0.792,1.611,0.439,1.172,1.013,1.876,0.001,0.307,1.146,,,7.014,91.7,4567,8007,0,0,0,148,14,13,188,308,True
1360,1771515511.1864371,14312.703099989449,pawn_shop,11.589,10.7,-2.0196,1.0472,480,320,0.935,1.489,0.432,1.058,0.959,1.865,0.001,0.309,1.154,,,7.019,92.6,4573,8007,0,0,0,148,14,13,188,308,True
1361,1771515511.1964395,14322.610799994436,pawn_shop,11.534,10.7,-1.9996,1.0472,480,320,0.819,1.636,0.461,1.175,1.004,1.827,0.002,0.35,1.151,,,7.057,92.6,4592,8007,0,0,0,148,14,13,183,303,True
1362,1771515511.2064416,14332.583099996555,pawn_shop,11.479,10.7,-1.9836,1.0472,480,320,0.793,1.553,0.399,1.154,0.95,1.75,0.001,0.342,1.103,,,6.723,92.6,4614,8007,0,0,0,148,14,13,184,304,True
1363,1771515511.2174444,14343.56179999304,pawn_shop,11.423,10.7,-1.9636,1.0472,480,320,0.693,1.516,0.37,1.146,0.976,1.772,0.001,0.238,1.099,,,6.521,92.6,4637,8007,0,0,0,148,14,13,186,306,True
1364,1771515511.2324471,14358.305100002326,pawn_shop,11.366,10.7,-1.9516,1.0472,480,320,0.759,1.638,0.407,1.231,0.992,1.845,0.001,0.291,1.123,,,6.883,92.6,4667,8007,0,0,0,148,14,13,188,308,True
1365,1771515511.2414494,14367.067799990764,pawn_shop,11.306,10.7,-1.9436,1.0472,480,320,0.747,1.587,0.388,1.199,0.973,1.828,0.001,0.339,1.15,,,6.889,92.6,4694,8007,0,0,0,148,14,13,190,310,True
1366,1771515511.251452,14377.570199998445,pawn_shop,11.247,10.7,-1.9356,1.0472,480,320,0.721,1.604,0.394,1.209,0.987,1.759,0.001,0.266,1.103,,,6.662,92.6,4721,8007,0,0,0,148,14,13,190,310,True
1367,1771515511.262454,14388.561699990532,pawn_shop,11.187,10.7,-1.9276,1.0472,480,320,0.758,1.571,0.378,1.193,0.989,1.831,0.001,0.324,1.126,,,6.87,92.6,4748,8007,0,0,0,148,14,13,193,313,True
1368,1771515511.273457,14399.596699993708,pawn_shop,11.126,10.7,-1.9196,1.0472,480,320,0.633,1.706,0.446,1.26,1.0,1.759,0.001,0.278,1.103,,,6.693,92.6,4779,8007,0,0,0,148,14,13,193,313,True
1369,1771515511.284459,14410.566999998991,pawn_shop,11.065,10.7,-1.9116,1.0472,480,320,0.741,1.576,0.393,1.184,0.996,1.792,0.001,0.247,1.104,,,6.67,92.6,4804,8007,0,0,0,148,14,13,196,316,True
1370,1771515511.295462,14421.554300002754,pawn_shop,11.004,10.7,-1.9036,1.0472,480,320,0.605,1.586,0.38,1.206,0.993,1.768,0.001,0.233,1.109,,,6.503,91.7,4830,8007,0,0,0,148,14,13,199,319,True
